#{"t_start": 1775974238.6233823, "env_id": "None"}
r,l,t
-22.821832,3,147.149233
-30.856403,3,147.150232
-30.261878,3,147.151314
-33.341906,2,147.152235
-21.108008,3,147.153234
-45.529937,3,147.153739
-36.308359,3,147.154745
-53.901923,3,147.155746
-20.791211,2,147.155746
-55.046056,3,147.156746
-26.013269,3,147.157745
-31.828658,3,147.158746
-37.159543,3,147.159745
-45.043426,3,147.159745
-48.568238,3,147.160745
-51.679835,3,147.161745
-20.218037,2,147.162745
-43.580578,3,147.162745
-50.093239,3,147.164746
-22.192373,3,147.165744
-21.541932,2,147.165744
-26.702425,2,147.166895
-47.815905,3,147.167484
-34.80501,6,147.169574
-25.08204,2,147.169574
-52.003094,3,147.17058
-46.53496,3,147.171574
-21.51518,2,147.171574
-48.1072,3,147.172577
-47.9322,4,147.173576
-21.552171,2,147.174574
-39.81739,4,147.175578
-26.422732,3,147.176575
-27.95588,3,147.177575
-42.439956,3,147.177575
-21.49935,2,147.178576
-22.610592,2,147.179575
-30.746843,3,147.180576
-19.745339,2,147.180576
-29.9909,3,147.181498
-49.410121,3,147.182497
-19.366671,4,147.183577
-49.105747,3,147.184575
-36.106744,4,147.185575
-42.35874,4,147.187503
-45.631473,3,147.187503
-27.463317,2,147.188577
-51.970201,3,147.189578
-37.545703,3,147.190503
-28.646035,4,147.191502
-36.785853,2,147.191502
-50.593792,3,147.192504
-22.28855,2,147.193502
-42.033334,3,147.194502
-26.242146,3,147.195502
-46.71736,3,147.195502
-45.717046,3,147.196502
-25.269719,3,147.197502
-30.154727,5,147.199514
-44.155651,3,147.200503
-21.730268,2,147.201504
-45.279855,3,147.202502
-37.710781,3,147.202502
-46.074575,3,147.203502
-51.168159,3,147.204503
-47.977428,3,147.205502
-31.286743,3,147.206502
-43.708832,4,147.207502
-23.704772,2,147.208502
-27.179036,3,147.208502
-47.366862,4,147.210503
-31.065883,3,147.210503
-33.727439,4,147.212502
-26.278011,3,147.212502
-20.966517,2,147.213502
-35.791238,7,147.216495
-50.543012,3,147.216495
-46.734634,3,147.21751
-28.595075,2,147.218503
-43.493582,4,147.219502
-19.778563,2,147.220502
-21.269709,2,147.220502
-42.593234,3,147.221502
-35.914016,3,147.222502
-42.884276,3,147.223502
-50.620655,3,147.223502
-55.552245,4,147.225502
-21.618134,2,147.225502
-41.422472,3,147.226502
-30.309226,3,147.227502
-21.801296,3,147.228502
-32.445435,2,147.228502
-25.112795,4,147.229502
-41.086122,3,147.232496
-17.702208,5,147.234502
-46.418683,3,147.234502
-41.945038,3,147.235502
-28.477742,2,147.236502
-32.21332,2,147.236502
-36.440742,3,147.237502
-44.766837,3,147.238502
-22.478467,2,147.239516
-33.80633,4,147.240516
-29.910145,8,147.242516
-36.760268,3,147.243516
-45.435473,3,147.244516
-49.120744,3,147.245516
-26.516815,2,147.245516
-29.806279,2,147.246516
-23.61359,5,147.248511
-48.340476,5,147.250511
-48.420297,3,147.251511
-31.53346,4,147.252511
-21.428377,2,147.252511
-35.485008,2,147.254015
-47.182952,3,147.254015
-27.87991,2,147.255021
-43.041356,4,147.256021
-32.247149,3,147.257021
-40.876757,3,147.258022
-26.415849,4,147.259022
-41.88589,3,147.260021
-40.867885,3,147.261022
-43.487396,3,147.262022
-24.156032,2,147.262022
-51.028745,3,147.263021
-19.857909,2,147.26402
-27.020268,2,147.26602
-28.893388,2,147.26602
-29.696427,3,147.267032
-30.583485,3,147.268027
-26.415233,4,147.269027
-22.393575,2,147.270027
-45.349557,3,147.271027
-28.076789,3,147.271027
-28.124976,2,147.272027
-38.329628,3,147.273027
-29.382358,4,147.274027
-22.450868,2,147.274027
-20.979542,2,147.275027
-47.804844,4,147.276027
-21.97555,2,147.277027
-35.436467,3,147.278027
-50.848253,3,147.278027
-23.829427,2,147.279019
-20.874029,2,147.280029
-26.032273,2,147.280029
-41.147957,4,147.281029
-52.224893,4,147.283022
-26.589888,2,147.283022
-21.158684,2,147.284021
-26.545095,3,147.285022
-24.989615,4,147.286022
-21.566444,2,147.287022
-23.337978,3,147.288022
-19.691069,2,147.288022
-35.149649,3,147.289022
-34.72729,3,147.290022
-55.039293,6,147.292022
-23.225417,2,147.292022
-24.759586,2,147.293022
-23.934798,2,147.293022
-33.359418,3,147.294022
-38.080379,3,147.295022
-23.019271,3,147.296021
-39.449262,3,147.297022
-45.345752,3,147.298022
-36.902535,3,147.299021
-23.404579,3,147.300022
-22.336804,2,147.300022
-47.554224,3,147.301022
-22.811263,3,147.302022
-28.228386,2,147.303022
-25.669707,2,147.303022
-21.617253,2,147.304021
-31.718887,3,147.305022
-43.548418,3,147.306022
-41.848396,3,147.306022
-45.841248,4,147.308022
-26.561243,2,147.308022
-23.611093,2,147.309022
-44.310427,3,147.310022
-45.799504,3,147.311021
-45.390612,3,147.312022
-113.369835,1,147.312022
-24.97683,4,147.314102
-34.919164,3,147.314102
-37.238259,3,147.316105
-27.238922,2,147.316105
-44.263618,3,147.317099
-19.388735,3,147.318103
-21.406489,2,147.318103
-31.971611,3,147.319105
-43.942342,3,147.320104
-19.965178,2,147.3211
-48.111194,5,147.322099
-36.412686,3,147.323101
-27.567214,2,147.3241
-37.16159,4,147.325098
-36.855646,3,147.326101
-34.643562,3,147.326101
-35.293204,3,147.327122
-21.320716,2,147.328104
-50.258052,3,147.329099
-44.531485,3,147.330103
-32.169099,3,147.3311
-24.874774,3,147.332021
-19.554493,2,147.332021
-32.582419,3,147.333019
-33.016978,3,147.33403
-45.508248,3,147.335027
-28.870752,3,147.336027
-31.55418,3,147.337027
-48.121451,4,147.338027
-23.894801,2,147.338027
-33.401801,3,147.339041
-51.822815,5,147.34104
-24.8352,2,147.34104
-41.882912,3,147.344035
-31.707923,3,147.345036
-23.357008,2,147.345036
-20.642216,2,147.346035
-43.163847,4,147.347035
-29.198666,3,147.348036
-24.478337,2,147.349036
-42.41685,3,147.350042
-22.629432,3,147.351041
-43.762446,3,147.35204
-23.942756,2,147.35204
-76.284159,9,147.354568
-27.61147,3,147.355568
-33.416466,3,147.356568
-36.792861,3,147.357568
-32.894183,3,147.358563
-29.373607,4,147.359563
-44.14602,3,147.360563
-24.238374,2,147.360563
-36.361217,3,147.361563
-42.903358,5,147.363563
-22.899617,2,147.363563
-23.545543,2,147.364561
-49.969959,3,147.36556
-19.535934,2,147.366562
-22.029572,2,147.367561
-31.74171,3,147.368576
-34.318783,3,147.369568
-28.314798,3,147.369568
-27.410384,2,147.370568
-33.112856,3,147.371568
-32.36233,3,147.372568
-47.24423,3,147.373568
-21.091495,4,147.374563
-22.523279,3,147.375563
-40.718622,7,147.377563
-50.394506,3,147.378563
-23.040104,2,147.378563
-31.952133,3,147.379563
-20.097079,2,147.380562
-27.050262,2,147.380562
-33.210703,3,147.38164
-26.76393,2,147.382561
-22.251555,3,147.383645
-25.440647,2,147.383645
-21.061078,2,147.384641
-45.095395,3,147.385641
-45.674474,3,147.38664
-37.176254,3,147.38664
-47.940105,3,147.387646
-49.966291,3,147.388644
-42.590334,3,147.389569
-33.392514,3,147.390561
-48.122445,3,147.391571
-25.973812,2,147.392643
-27.306466,3,147.393569
-28.914695,3,147.393569
-37.402248,4,147.395568
-22.276147,4,147.396568
-23.345584,4,147.397576
-22.343196,8,147.399571
-48.663848,4,147.401569
-25.81844,5,147.402568
-38.910991,3,147.403569
-29.874608,2,147.403569
-38.104017,3,147.404568
-23.80357,2,147.405568
-25.981089,2,147.406563
-48.233073,4,147.407563
-22.888778,2,147.408563
-22.440594,2,147.408563
-26.223068,4,147.409563
-58.026409,5,147.411563
-51.101804,3,147.412563
-20.560276,7,147.414579
-35.264996,4,147.41556
-26.370752,3,147.41656
-35.710212,3,147.417572
-22.019838,2,147.417572
-23.91278,4,147.418568
-35.10412,3,147.419568
-35.500022,2,147.420568
-41.826741,3,147.421568
-40.217928,4,147.422569
-23.597678,3,147.423568
-44.023288,4,147.424568
-44.365383,3,147.425568
-21.063452,2,147.425568
-20.45522,2,147.426568
-25.3437,3,147.427567
-23.121378,2,147.427567
-27.519417,2,147.428568
-89.943488,5,147.430563
-28.525436,2,147.430563
-24.860662,2,147.431563
-49.424667,3,147.432563
-46.99491,3,147.433563
-26.525859,4,147.434562
-25.222306,3,147.435563
-44.806668,3,147.436563
-18.45694,3,147.436563
-21.643616,2,147.437562
-29.009829,3,147.438563
-43.549607,5,147.439568
-22.958182,2,147.440568
3.541048,7,147.442568
-20.895221,3,147.443568
-22.354878,3,147.443568
-37.654427,3,147.444568
-38.813201,4,147.445568
-19.450911,5,147.447567
-30.032705,2,147.448647
-34.520395,3,147.449647
-35.015752,3,147.450646
-29.984581,2,148.151699
-52.005239,3,148.152699
-36.855962,3,148.153698
-27.220188,3,148.155205
-25.063015,2,148.155205
-32.498486,2,148.156205
-31.762056,3,148.157205
-29.437725,3,148.158205
-37.261085,3,148.160205
-51.215016,3,148.161205
-34.72717,4,148.162205
-48.150418,3,148.163205
-49.779422,3,148.164205
-44.01291,4,148.166205
-52.5215,3,148.167739
-50.026829,3,148.168739
-46.243104,3,148.169739
-30.191277,2,148.170739
-38.585324,3,148.172739
-34.436119,6,148.174739
-49.136647,3,148.176739
-51.868721,3,148.177739
-29.581372,3,148.178739
-51.38817,4,148.180743
-49.082568,3,148.182743
-31.499611,3,148.183743
-42.079159,4,148.185743
-20.392172,2,148.186743
-32.333304,3,148.188743
-32.496426,3,148.189743
-40.902715,3,148.190743
-44.478294,3,148.192743
-20.303532,3,148.193743
-53.668237,3,148.194743
-47.051336,3,148.196743
-62.883289,4,148.197742
-28.709499,3,148.199743
-26.255014,2,148.199743
-51.271469,3,148.201742
-38.468639,3,148.202743
-42.386436,3,148.203743
-31.762067,3,148.204743
-42.11431,3,148.205743
-53.150657,3,148.206743
-59.535388,4,148.208743
-22.733664,2,148.208743
-31.006109,3,148.210743
-30.853402,3,148.211743
-38.783754,3,148.212743
-48.526673,3,148.213743
-43.413964,3,148.214743
-44.154692,3,148.216743
-43.33258,3,148.217743
-43.150375,3,148.218743
-37.98937,4,148.219743
-25.893123,3,148.220743
-21.292091,2,148.221742
-31.720919,2,148.222743
-24.045703,2,148.223743
-35.591282,2,148.224743
-51.819514,3,148.225743
-33.875581,3,148.226743
-41.555552,4,148.227743
-27.364876,3,148.229743
-47.26404,3,148.230743
-46.020716,3,148.231742
-24.728335,4,148.233739
-47.506738,3,148.234739
-44.766471,3,148.23574
-28.931392,3,148.23674
-21.943993,3,148.23774
-37.857459,3,148.23874
-33.225936,3,148.239743
-42.929216,5,148.241743
-24.928754,3,148.242743
-42.001094,3,148.243743
-28.197768,3,148.24775
-42.179619,4,148.24875
-22.075815,3,148.249749
-46.459912,3,148.251749
-32.144968,3,148.252749
-38.712289,3,148.25375
-22.241591,2,148.254263
-47.515793,3,148.255273
-41.127909,3,148.256274
-42.445398,4,148.258273
-25.596533,2,148.258273
-43.400263,3,148.260273
-19.695874,3,148.261271
-24.640821,2,148.262271
-20.078711,3,148.26327
-49.056617,3,148.26427
-29.395588,2,148.26527
-38.831667,3,148.267271
-40.849956,3,148.26827
-46.195913,3,148.269271
-31.025317,3,148.27127
-43.734014,3,148.272271
-40.692437,5,148.27427
-48.733414,3,148.275271
-39.594259,4,148.277271
-35.890669,4,148.27927
-20.581531,2,148.280271
-49.008166,3,148.281271
-21.939546,2,148.282269
-51.184471,3,148.283271
-44.636209,3,148.28527
-45.087025,4,148.286271
-22.085267,2,148.28727
-36.393021,3,148.28927
-24.458101,2,148.290271
-45.77897,3,148.29127
-25.970095,2,148.292271
-42.479823,3,148.29327
-19.830008,2,148.294271
-45.184374,3,148.29527
-39.551456,3,148.29627
-23.284389,2,148.298269
-33.833311,3,148.299268
-34.607522,3,148.300267
-53.448026,3,148.302267
-27.048263,2,148.302267
-27.219965,2,148.303267
-41.874749,3,148.305267
-26.177397,3,148.306267
-33.854753,2,148.307267
-31.533146,4,148.309267
-44.024602,3,148.310268
-44.981606,4,148.312268
-25.845407,3,148.313267
-29.670394,3,148.314268
-25.226243,3,148.315267
-32.445946,3,148.317267
-48.935669,3,148.318267
-38.37537,4,148.320267
-21.795525,2,148.320267
-22.644734,2,148.321267
-23.936037,2,148.322267
-37.090717,3,148.323268
-33.934023,3,148.325267
-31.503972,3,148.326267
-46.574079,4,148.328267
-22.566493,3,148.329267
-32.061317,3,148.330266
-24.900018,2,148.331267
-50.078212,3,148.332267
-26.175427,3,148.334267
-50.478642,3,148.335267
-33.540948,3,148.336267
-43.340127,3,148.338267
-52.8127,3,148.339269
-33.022955,3,148.340269
-11.614577,5,148.342269
-23.463901,2,148.343269
-18.469095,5,148.345269
-21.858778,2,148.346269
-29.709106,2,148.347269
-38.922455,3,148.348269
-39.316161,3,148.350269
-20.286094,2,148.350269
-47.89964,3,148.351282
-48.649844,3,148.352278
-24.73719,2,148.355798
-27.63498,2,148.355798
-22.353551,7,148.358804
-28.977159,3,148.359804
-41.485004,6,148.361804
-22.117924,2,148.362804
-49.992533,4,148.363805
-45.939745,3,148.364804
-31.837834,3,148.365797
-40.363925,3,148.366804
-26.040739,3,148.367804
-21.17033,2,148.368804
-46.03481,3,148.369804
-22.889386,2,148.369804
-48.748254,3,148.370805
-34.082406,3,148.371804
-26.112149,2,148.372804
-28.616785,2,148.373804
-16.233805,5,148.374804
-66.23859,3,148.375804
-50.258345,3,148.376804
-38.685287,2,148.377804
-40.670466,4,148.378804
-24.271156,4,148.3808
-48.004485,3,148.3818
-26.839854,2,148.382798
-63.653994,4,148.384799
-31.047883,3,148.3858
-39.740534,3,148.3868
-52.271473,3,148.3878
-53.577324,3,148.3888
-40.624884,3,148.389799
-50.174186,3,148.3908
-38.245823,3,148.391799
-35.155988,3,148.392799
-41.805211,3,148.392799
-36.058167,4,148.394799
-29.612504,8,148.396799
-50.000296,3,148.397816
-33.648967,9,148.400804
-22.839674,2,148.401806
-25.23129,2,148.4028
-24.322842,2,148.4028
-52.60893,3,148.4038
-26.660691,2,148.404799
-51.815297,5,148.405799
-43.457568,3,148.406799
-36.564948,3,148.407799
-29.883653,2,148.408799
-26.949202,2,148.408799
-27.700231,2,148.409799
-23.519882,2,148.410877
-44.052177,3,148.411877
-26.448055,2,148.411877
-25.19305,3,148.412877
-32.673705,3,148.413877
-51.692238,3,148.414878
-41.221504,3,148.415874
-37.650978,2,148.416877
-45.890831,3,148.4178
-39.474803,3,148.418799
-21.0593,2,148.419799
-22.105807,2,148.419799
-52.213164,4,148.420799
-30.055056,3,148.421799
-26.843992,2,148.422799
-21.584911,5,148.423799
-20.421053,2,148.424799
-52.044294,3,148.425799
-24.643325,2,148.425799
-32.303071,3,148.426799
-34.780001,5,148.428799
-25.812086,2,148.428799
-21.907913,2,148.429799
-48.47938,5,148.431799
-22.374962,6,148.433799
-37.210005,4,148.434799
-50.033359,3,148.435799
-29.403904,2,148.435799
-23.020971,2,148.436799
-47.753836,3,148.437799
-20.639291,2,148.437799
-28.556704,3,148.438799
-43.122393,5,148.440804
-44.292375,3,148.441804
-37.04299,5,148.442804
-25.805297,2,148.443804
-51.339402,3,148.443804
-62.241273,3,148.444804
-29.033151,2,148.445805
-42.74969,3,148.446804
-32.576614,3,148.447804
-21.254216,2,148.447804
-21.396012,3,148.449805
-19.796495,2,148.449805
-27.840188,3,148.450804
-44.04681,3,148.451805
-20.671458,2,148.452805
-18.722066,4,148.453804
-37.909798,6,148.455316
-41.006538,3,148.456316
-21.232254,2,148.457317
-48.643145,3,148.457317
-23.186118,3,148.458317
-18.74314,3,148.459316
-40.115433,3,148.460317
-30.713486,5,148.461316
-28.61102,2,148.462316
-29.91461,3,148.463316
-31.609918,2,148.466316
-39.295927,3,148.467317
-51.566986,3,148.468317
-48.323235,3,148.468317
-38.011138,3,148.469316
-34.23768,2,148.470317
-26.969488,3,148.471317
-43.545561,3,148.472317
-43.577618,3,148.473316
-27.729621,3,148.474317
-24.101731,2,148.474317
-46.312875,3,148.475317
-35.855348,4,148.476317
-48.838457,4,148.477317
-35.326476,3,148.478317
-34.232388,3,148.479316
-29.846273,4,148.481317
-45.206719,4,148.482316
-37.406671,2,148.483316
-31.836748,4,148.484396
-37.981034,3,148.485392
-32.975113,2,148.486395
-29.224064,3,148.487396
-38.905912,3,148.487396
-34.302414,3,148.488399
-28.07464,2,148.489399
-25.60602,2,148.489399
-26.318719,2,148.490393
-20.851554,2,148.491396
-23.64414,2,148.491396
-43.854243,3,148.492392
-20.430175,2,148.4934
-35.685715,3,148.4934
-43.820341,3,148.494393
-47.03339,3,148.495395
-61.4446,4,148.497326
-25.294265,3,148.497326
-28.549735,3,148.498322
-51.716951,3,148.499315
-27.545644,2,148.500322
-50.110142,3,148.501322
-36.455347,3,148.501322
-45.812204,3,148.502322
-28.228628,3,148.503322
-21.446891,3,148.504322
-23.247171,4,148.505321
-41.329065,3,148.506321
-47.304671,3,148.507321
-20.591681,2,148.507321
-32.525062,3,148.508322
-49.201372,3,148.509321
-50.112062,3,148.510322
-51.531926,3,148.511321
-32.881169,3,148.512321
-34.980464,3,148.513322
-39.510635,3,148.513322
-32.226809,3,148.514323
-60.906318,3,148.515322
-46.612503,3,148.516324
-45.818149,3,148.517322
-41.147576,3,148.518321
-44.988614,3,148.519321
-46.691424,3,148.519321
-26.562698,5,148.521322
-43.724418,3,148.521322
-67.845523,4,148.523321
-24.595457,2,148.523321
-30.851726,5,148.524322
-36.441103,4,148.526321
-40.312972,5,148.527322
-45.164696,3,148.528322
-47.506641,3,148.528695
-37.917928,3,148.52971
-31.798623,5,148.531711
-69.920989,4,148.532712
-53.319113,3,148.53371
-21.567396,3,148.53471
-36.661398,3,148.53471
-19.788131,3,148.53571
-22.23806,2,148.53671
-36.170712,3,148.53771
-26.439287,4,148.53871
-50.110923,3,148.539724
-48.511687,3,148.539724
-36.67758,3,148.540724
-28.113908,2,148.541723
-34.569427,3,148.542723
-31.217994,2,148.542723
-21.592678,2,148.543724
-22.482349,3,148.544724
-24.212263,3,148.545724
-64.765778,4,148.546725
-36.64107,3,148.547725
-31.301658,3,148.548724
-30.542199,3,148.548724
-27.728964,3,148.549725
-33.830509,3,148.550724
-21.574298,2,148.551723
-43.583076,3,148.551723
-51.268565,3,148.552723
-37.140299,3,148.554243
-42.745368,3,148.554243
-36.038675,3,148.555259
-38.780057,3,148.556259
-45.19433,3,148.557258
-49.714814,3,148.558258
-42.443699,4,148.559258
-36.112911,4,148.560259
-25.162984,2,148.561259
-23.949593,3,148.562259
-33.842072,3,148.562259
-21.61092,2,148.563259
-19.879807,2,148.564263
-43.913517,4,148.565259
-18.184743,3,148.56626
-25.925353,2,148.56626
-40.932626,3,148.567259
-21.288647,2,148.568259
-22.470138,2,148.568259
-30.158053,3,148.569259
-21.183335,3,148.570259
-43.534044,3,148.571259
-45.1205,3,148.572258
-38.428987,2,148.572258
-38.884047,4,148.574259
-43.279823,3,148.574259
-34.401244,3,148.577252
-45.666649,6,148.579259
-28.987336,3,148.580259
-22.365655,3,148.581264
-36.10176,4,148.582251
-23.358429,2,148.582251
-40.714744,3,148.58326
-23.123141,2,148.58426
-23.525241,2,148.585259
-29.01733,3,148.585259
-22.40369,2,148.586259
-34.273176,4,148.587259
-30.360573,2,148.588259
-26.575317,4,148.589258
-41.534036,3,148.590259
-22.387649,2,148.590259
-37.318794,6,148.592259
-29.825332,5,148.593259
-40.584864,5,148.595258
-23.209303,2,148.595258
-45.332088,3,148.596258
-48.506011,4,148.597258
-21.419309,2,148.59826
-29.511683,2,148.599254
-43.881485,4,148.600254
-29.501459,2,148.601259
-29.408551,3,148.60226
-19.563527,2,148.60226
-25.937983,2,148.60326
-25.757898,4,148.604259
-34.145725,2,148.605259
-46.944591,3,148.606259
-30.535958,2,148.606259
-27.414536,2,148.607259
-34.718003,3,148.60826
-36.1122,4,148.609259
-47.731248,3,148.610259
-50.925916,3,148.611259
-48.412694,3,148.611259
-41.612266,4,148.613259
-39.228379,3,148.614263
-29.519528,2,148.614263
-27.96663,2,148.615259
-37.075621,4,148.616261
-38.819739,3,148.617259
-25.492315,2,148.617259
-46.041888,4,148.618258
-45.432392,3,148.619259
-46.495627,6,148.625252
-45.521808,3,148.626259
-45.505081,3,148.627259
-47.025268,4,148.628259
-30.578237,4,148.629259
-24.59049,2,148.630258
-28.822849,4,148.631264
-42.790665,3,148.632251
-49.160385,3,148.63326
-45.883388,4,148.634259
-44.288048,4,148.635259
-29.081348,3,148.636258
-47.130573,3,148.637259
-40.165132,3,148.638258
-22.167726,2,148.638258
-46.218971,3,148.639273
-21.989504,3,148.640278
-28.739028,3,148.641273
-21.911956,2,148.642272
-53.828307,3,148.642272
-21.768631,2,148.643273
-21.605772,2,148.644273
-39.968535,3,148.644273
-20.767056,3,148.645272
-20.167883,3,148.646272
-57.602314,5,148.648273
-20.054212,2,148.648273
-26.882218,3,148.649265
-51.154122,3,148.650273
-20.580539,3,148.651272
-37.875363,3,148.652273
-37.692172,4,148.652273
-24.0917,2,148.653786
-38.204503,3,148.654801
-62.517754,4,148.655804
-26.280108,3,148.655804
-20.590477,3,148.656801
-27.535638,3,148.657801
-23.972258,3,148.658801
-61.732389,4,148.659801
-23.456006,2,148.6608
-47.29001,3,148.6608
